1,6281778.735,1859308.592,1
3,6305215.417,1802199.155,0
4,6339235.57,1815003.554,0
5,6306027.787,1801418.019,0
6,6306854.529,1806943.936,0
7,6340307.38,1807264.918,0
8,6350108.095,1809836.793,0
9,6279835.564,1840916.818,1
10,6279835.564,1840916.818,1
11,6321484.124,1794562.927,0
13,6350108.095,1809836.793,0
14,6301506.003,1807950.699,0
15,6301477.447,1807922.549,0
16,6341120.763,1808051.8,0
17,6340627.409,1807190.306,0
18,6310899.853,1816612.929,0
19,6350108.095,1809836.793,0
20,6299963.332,1815540.259,0
22,6341459.636,1809244.016,0
23,6306043.819,1814799.923,0
24,6305922.852,1815034.12,0
25,6315973.277,1809177.9,0
26,6306597.781,1813151.599,0
27,6306301.02,1813115.753,0
28,6306301.02,1813115.753,0
29,6306226.907,1813861.163,0
30,6307367.462,1808917.446,0
31,6333221.566,1813971.326,0
32,6303692.865,1810100.928,0
33,6322649.516,1804337.302,0
34,6331035.6,1814372.284,0
35,6305922.852,1815034.12,0
36,6305922.852,1815034.12,0
37,6305849.103,1800792.511,0
38,6303851.62,1810124.395,0
39,6306517.441,1812727.25,0
40,6305922.852,1815034.12,0
41,6305922.852,1815034.12,0
42,6311386.639,1816310.401,0
43,6323281.429,1803798.46,0
44,6306677.001,1800060.025,0
45,6299559.308,1808058.591,0
46,6307276.727,1811843.594,0
47,6300609.023,1813892.174,0
48,6315973.277,1809177.9,0
49,6341131.134,1816820.307,0
50,6339235.57,1815003.554,0
51,6320107.1,1796969.268,0
52,6315348.59,1813798.234,0
53,6304268.37,1810183.635,0
54,6279718.264,1843179.244,1
55,6324096.227,1812238.659,0
56,6299963.332,1815540.259,0
57,6300751.886,1814007.811,0
58,6345386.52,1813805.181,0
59,6310838.473,1808008.506,0
60,6279835.564,1840916.818,1
61,6330935.668,1816315.999,0
62,6323934.24,1812689.587,0
63,6303641.614,1816096.291,0
64,6303018.972,1806405.168,0
65,6303918.421,1810199.542,0
66,6302057.747,1810115.566,0
67,6305971.775,1814953.681,0
68,6306198.478,1813770.425,0
69,6321892.769,1812277.966,0
70,6345386.52,1813805.181,0
71,6279835.564,1840916.818,1
72,6299963.332,1815540.259,0
73,6323451.798,1806588.717,0
74,6340198.983,1821183.54,0
75,6279835.564,1840916.818,1
76,6341345.965,1815873.896,0
77,6309502.092,1862283.712,-1
78,6332890.505,1814300.428,0
80,6298602.231,1836957.243,0
81,6303077.596,1813681.892,0
82,6310212.678,1801310.019,0
83,6301506.003,1807950.699,0
84,6290951.477,1848864.539,-1
85,6303753.303,1810188.86,0
86,6279835.564,1840916.818,1
87,6304268.37,1810183.635,0
88,6304857.681,1813877.911,0
90,6333221.566,1813971.326,0
91,6315973.277,1809177.9,0
92,6316734.665,1809574.145,0
93,6307132.724,1812009.564,0
94,6303851.62,1810124.395,0
95,6308960.97,1802004.266,0
96,6331724.871,1807838.283,0
97,6345386.52,1813805.181,0
98,6323088.972,1809974.2,0
99,6311946.077,1942899.874,-1
100,6306027.787,1801418.019,0
101,6339235.57,1815003.554,0
102,6315973.277,1809177.9,0
103,6269676.903,1909690.586,-1
104,6269702.203,1909704.909,-1
105,6309570.381,1797091.733,0
106,6303331.697,1810329.79,0
107,6323934.24,1812689.587,0
108,6340197.864,1807413.764,0
109,6279835.564,1840916.818,1
110,6281240.019,1845446.579,1
111,6316044.718,1802215.641,0
112,6341199.796,1869970.015,-1
113,6323934.24,1812689.587,0
114,6282754.344,1879590.385,-1
115,6306261.28,1813654.218,0
116,6304986.254,1811284.383,0
117,6279835.564,1840916.818,1
118,6331162.372,1813634.926,0
119,6331724.871,1807838.283,0
120,6345386.52,1813805.181,0
121,6303077.596,1813681.892,0
122,6323451.798,1806588.717,0
123,6331635.637,1814033.593,0
124,6307083.466,1797757.204,0
125,6310899.84,1802461.354,0
126,6306198.478,1813770.425,0
127,6343146.769,1820661.21,0
128,6301266.026,1816362.175,0
129,6318372.62,1809646.469,0
130,6304054.103,1810187.173,0
131,6305215.417,1802199.155,0
132,6323934.24,1812689.587,0
133,6301679.773,1814957.961,0
134,6265830.632,1856885.872,-1
135,6303692.865,1810100.928,0
136,6303331.697,1810329.79,0
138,6306328.595,1813911.658,0
139,6331724.871,1807838.283,0
140,6303692.865,1810100.928,0
141,6314090.089,1803021.683,0
142,6305149.804,1804278.775,0
143,6309921.726,1832206.468,0
144,6315251.703,1795393.168,0
145,6345386.52,1813805.181,0
146,6339235.57,1815003.554,0
147,6329641.624,1814794.581,0
148,6340221.607,1817459.316,0
149,6305215.417,1802199.155,0
150,6306308.813,1797447.524,0
151,6315431.389,1813635.682,0
152,6315348.59,1813798.234,0
153,6306314.865,1800106.566,0
154,6340310.146,1817621.349,0
155,6279835.564,1840916.818,1
156,6306306.158,1813993.705,0
157,6341459.636,1809244.016,0
158,6341015.06,1807187.639,0
160,6340759.652,1810164.652,0
161,6305054.855,1800374.224,0
162,6341166.342,1808232.324,0
164,6345386.52,1813805.181,0
165,6304435.869,1801305.928,0
166,6311714.728,1793320.665,0
167,6339235.57,1815003.554,0
168,6342438.731,1806309.724,0
169,6341211.351,1816533.037,0
170,6315548.216,1813574.749,0
171,6301945.513,1814547.559,0
172,6350108.095,1809836.793,0
173,6303909.052,1810221.448,0
174,6324096.227,1812238.659,0
175,6345386.52,1813805.181,0
176,6315348.59,1813798.234,0
177,6303918.421,1810199.542,0
178,6303331.697,1810329.79,0
179,6303851.388,1809405.41,0
180,6345386.52,1813805.181,0
181,6320791.645,1821483.447,0
182,6339235.57,1815003.554,0
184,6323934.24,1812689.587,0
185,6306314.865,1800106.566,0
188,6314968.575,1813262.278,0
189,6316734.665,1809574.145,0
190,6306640.999,1813127.605,0
191,6341333.138,1817099.452,0
192,6341459.393,1816747.465,0
193,6331698.313,1814016.043,0
194,6311352.036,1816452.212,0
195,6309148.443,1811428.57,0
196,6309148.443,1811428.57,0
197,6321892.769,1812277.966,0
198,6324692.551,1812860.814,0
199,6345386.52,1813805.181,0
200,6303767.324,1809059.691,0
201,6303767.324,1809059.691,0
202,6320791.645,1821483.447,0
203,6320791.645,1821483.447,0
204,6323934.24,1812689.587,0
205,6323934.24,1812689.587,0
206,6304864.468,1813687.194,0
207,6304864.468,1813687.194,0
208,6306371.636,1811310.813,0
209,6306371.636,1811310.813,0
210,6301527.032,1817724.532,0
211,6341738.821,1807164.844,0
212,6330783.449,1813470.639,0
213,6303918.421,1810199.542,0
214,6305637.843,1802494.149,0
215,6308960.97,1802004.266,0
216,6345386.52,1813805.181,0
217,6279835.564,1840916.818,1
218,6279835.564,1840916.818,1
219,6305215.417,1802199.155,0
220,6323934.24,1812689.587,0
